PyGithub/github/AccessToken.py:AccessToken:__repr__, method, self.get__repr__, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:get__repr__
PyGithub/tests/Project.py:Project:setUp, method, super, , , super
PyGithub/tests/Project.py:Project:testGetProject, method, self.assertEqual, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:assertEqual
PyGithub/tests/Project.py:Project:testGetOrganizationProjects, method, org.get_projects, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: org:get_projects
PyGithub/tests/Project.py:Project:testGetOrganizationProjects, method, projects.append, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: projects:append
PyGithub/tests/Project.py:Project:testGetOrganizationProjects, method, self.assertEqual, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:assertEqual
PyGithub/tests/Project.py:Project:testGetRepositoryProjects, method, projects.append, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: projects:append
PyGithub/tests/Project.py:Project:testGetRepositoryProjects, method, self.assertEqual, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:assertEqual
PyGithub/tests/Project.py:Project:testProjectAttributes, method, self.assertEqual, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:assertEqual
PyGithub/tests/Project.py:Project:testProjectAttributes, method, self.assertTrue, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:assertTrue
PyGithub/tests/Project.py:Project:testProjectColumnAttributes, method, proj.get_columns, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: proj:get_columns
PyGithub/tests/Project.py:Project:testProjectColumnAttributes, method, self.assertEqual, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:assertEqual
PyGithub/tests/Project.py:Project:testProjectColumnAttributes, method, self.assertTrue, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:assertTrue
PyGithub/tests/Project.py:Project:testProjectCardAttributes, method, proj.get_columns, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: proj:get_columns
PyGithub/tests/Project.py:Project:testProjectCardAttributes, method, col.get_cards, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: col:get_cards
PyGithub/tests/Project.py:Project:testProjectCardAttributes, method, self.assertEqual, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:assertEqual
PyGithub/tests/Project.py:Project:testProjectCardAttributes, method, self.assertTrue, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:assertTrue
PyGithub/tests/Project.py:Project:testProjectCardAttributes, method, self.assertFalse, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:assertFalse
PyGithub/tests/Project.py:Project:testGetProjectCardContent, method, proj.get_columns, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: proj:get_columns
PyGithub/tests/Project.py:Project:testGetProjectCardContent, method, col.get_cards, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: col:get_cards
PyGithub/tests/Project.py:Project:testGetProjectCardContent, method, pull_card.get_content, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: pull_card:get_content
PyGithub/tests/Project.py:Project:testGetProjectCardContent, method, self.assertIsInstance, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:assertIsInstance
PyGithub/tests/Project.py:Project:testGetProjectCardContent, method, self.assertEqual, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:assertEqual
PyGithub/tests/Project.py:Project:testGetProjectCardContent, method, self.assertRaises, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:assertRaises
PyGithub/tests/Project.py:Project:testGetProjectCardContent, method, issue_card.get_content, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: issue_card:get_content
PyGithub/tests/Project.py:Project:testGetProjectCardContent, method, note_card.get_content, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: note_card:get_content
PyGithub/tests/Project.py:Project:testProjectCardMove, method, proj.get_columns, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: proj:get_columns
PyGithub/tests/Project.py:Project:testProjectCardMove, method, self.assertTrue, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:assertTrue
PyGithub/tests/Project.py:Project:testProjectCardDelete, method, proj.get_columns, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: proj:get_columns
PyGithub/tests/Project.py:Project:testProjectCardDelete, method, self.assertTrue, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:assertTrue
PyGithub/tests/Project.py:Project:testGetAllProjectCards, method, projects.append, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: projects:append
PyGithub/tests/Project.py:Project:testGetAllProjectCards, method, proj.get_columns, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: proj:get_columns
PyGithub/tests/Project.py:Project:testGetAllProjectCards, method, col.get_cards, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: col:get_cards
PyGithub/tests/Project.py:Project:testGetAllProjectCards, method, self.assertEqual, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:assertEqual
PyGithub/tests/Project.py:Project:testCreateColumn, method, project.create_column, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: project:create_column
PyGithub/tests/Project.py:Project:testCreateColumn, method, self.assertEqual, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:assertEqual
PyGithub/tests/Project.py:Project:testCreateCardWithNote, method, project.create_column, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: project:create_column
PyGithub/tests/Project.py:Project:testCreateCardWithNote, method, column.create_card, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: column:create_card
PyGithub/tests/Project.py:Project:testCreateCardWithNote, method, self.assertEqual, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:assertEqual
PyGithub/tests/Project.py:Project:testCreateCardFromIssue, method, project.create_column, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: project:create_column
PyGithub/tests/Project.py:Project:testCreateCardFromIssue, method, column.create_card, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: column:create_card
PyGithub/tests/Project.py:Project:testCreateCardFromIssue, method, self.assertEqual, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:assertEqual
PyGithub/tests/Project.py:Project:testEditCardWithoutParameters, method, proj.get_columns, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: proj:get_columns
PyGithub/tests/Project.py:Project:testEditCardWithoutParameters, method, col.create_card, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: col:create_card
PyGithub/tests/Project.py:Project:testEditCardWithoutParameters, method, card.edit, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: card:edit
PyGithub/tests/Project.py:Project:testEditCardNote, method, proj.get_columns, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: proj:get_columns
PyGithub/tests/Project.py:Project:testEditCardNote, method, col.create_card, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: col:create_card
PyGithub/tests/Project.py:Project:testEditCardNote, method, card.edit, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: card:edit
PyGithub/tests/Project.py:Project:testEditCardNote, method, self.assertEqual, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:assertEqual
PyGithub/tests/Project.py:Project:testEditCardArchived, method, proj.get_columns, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: proj:get_columns
PyGithub/tests/Project.py:Project:testEditCardArchived, method, col.create_card, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: col:create_card
PyGithub/tests/Project.py:Project:testEditCardArchived, method, card.edit, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: card:edit
PyGithub/tests/Project.py:Project:testEditCardArchived, method, self.assertEqual, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:assertEqual
PyGithub/tests/Project1434.py:Project1434:setUp, method, super, , , super
PyGithub/tests/Project1434.py:Project1434:testDelete, method, project.delete, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: project:delete
PyGithub/tests/Project1434.py:Project1434:testEditWithoutParameters, method, project.edit, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: project:edit
PyGithub/tests/Project1434.py:Project1434:testEditWithoutParameters, method, self.assertEqual, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:assertEqual
PyGithub/tests/Project1434.py:Project1434:testEditWithAllParameters, method, project.edit, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: project:edit
PyGithub/tests/Project1434.py:Project1434:testEditWithAllParameters, method, self.assertEqual, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:assertEqual
PyGithub/tests/ProjectColumn.py:ProjectColumn:setUp, method, super, , , super
PyGithub/tests/ProjectColumn.py:ProjectColumn:testGetProjectColumn, method, self.assertEqual, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:assertEqual
PyGithub/tests/ProjectColumn.py:ProjectColumn:testGetProjectColumn, method, datetime.datetime, [CLASS] [STDLIB], , [CLASS] [STDLIB]: datetime:datetime
PyGithub/tests/ProjectColumn.py:ProjectColumn:testGetAllCards, method, self.assertEqual, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:assertEqual
PyGithub/tests/ProjectColumn.py:ProjectColumn:testGetArchivedCards, method, self.assertEqual, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:assertEqual
PyGithub/tests/ProjectColumn.py:ProjectColumn:testGetNotArchivedCards, method, self.assertEqual, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:assertEqual
PyGithub/tests/ProjectColumn.py:ProjectColumn:testGetCards, method, self.assertEqual, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:assertEqual
PyGithub/tests/ProjectColumn.py:ProjectColumn:testCreateCard, method, self.assertEqual, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:assertEqual
PyGithub/tests/ProjectColumn.py:ProjectColumn:testDelete, method, self.assertTrue, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:assertTrue
PyGithub/tests/ProjectColumn.py:ProjectColumn:testEdit, method, self.assertEqual, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:assertEqual
PyGithub/tests/ProjectColumn.py:ProjectColumn:testMoveFirst, method, self.assertTrue, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:assertTrue
PyGithub/tests/ProjectColumn.py:ProjectColumn:testMoveLast, method, self.assertTrue, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:assertTrue
PyGithub/tests/ProjectColumn.py:ProjectColumn:testMoveAfter, method, self.assertTrue, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:assertTrue
PyGithub/tests/PublicKey.py:PublicKey:testAttributes, method, self.assertEqual, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:assertEqual
PyGithub/tests/PublicKey.py:PublicKey:testAttributes, method, repr, , , repr
PyGithub/tests/PublicKey.py:PublicKey:testAttributes, method, testAttributes_with_int_key_id, , , testAttributes_with_int_key_id
PyGithub/tests/PublicKey.py:PublicKey:testAttributes_with_int_key_id, method, self.assertEqual, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:assertEqual
PyGithub/tests/PublicKey.py:PublicKey:testAttributes_with_int_key_id, method, repr, , , repr
PyGithub/tests/PullRequest.py:PullRequest:setUp, method, super, , , super
PyGithub/tests/PullRequest.py:PullRequest:setUp, method, marco_repo.get_pull, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: marco_repo:get_pull
PyGithub/tests/PullRequest.py:PullRequest:setUp, method, flo_repo.get_pull, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: flo_repo:get_pull
PyGithub/tests/PullRequest.py:PullRequest:testAttributesIssue256, method, self.assertEqual, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:assertEqual
PyGithub/tests/PullRequest.py:PullRequest:testAttributesIssue256, method, datetime.datetime, [CLASS] [STDLIB], , [CLASS] [STDLIB]: datetime:datetime
PyGithub/tests/PullRequest.py:PullRequest:testAttributesIssue256, method, self.assertFalse, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:assertFalse
PyGithub/tests/PullRequest.py:PullRequest:testAttributesIssue256, method, self.assertTrue, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:assertTrue
PyGithub/tests/PullRequest.py:PullRequest:testAttributes, method, self.assertEqual, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:assertEqual
PyGithub/tests/PullRequest.py:PullRequest:testAttributes, method, datetime.datetime, [CLASS] [STDLIB], , [CLASS] [STDLIB]: datetime:datetime
PyGithub/tests/PullRequest.py:PullRequest:testAttributes, method, self.assertFalse, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:assertFalse
PyGithub/tests/PullRequest.py:PullRequest:testAttributes, method, self.assertTrue, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:assertTrue
PyGithub/tests/PullRequest.py:PullRequest:testAttributes, method, testAttributes, , , testAttributes
PyGithub/tests/PullRequest.py:PullRequest:testAttributes, method, self.assertListKeyEqual, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:assertListKeyEqual
PyGithub/tests/PullRequest.py:PullRequest:testAttributes, method, repr, , , repr
PyGithub/tests/PullRequest.py:PullRequest:testCreateComment, method, self.assertEqual, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:assertEqual
PyGithub/tests/PullRequest.py:PullRequest:testGetComments, method, self.assertListKeyEqual, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:assertListKeyEqual
PyGithub/tests/PullRequest.py:PullRequest:testCreateIssueComment, method, self.assertEqual, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:assertEqual
PyGithub/tests/PullRequest.py:PullRequest:testGetIssueComments, method, self.assertListKeyEqual, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:assertListKeyEqual
PyGithub/tests/PullRequest.py:PullRequest:testGetIssueComment, method, self.assertListKeyEqual, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:assertListKeyEqual
PyGithub/tests/PullRequest.py:PullRequest:testGetIssueComment, method, testGetIssueComment, , , testGetIssueComment
PyGithub/tests/PullRequest.py:PullRequest:testGetIssueComment, method, self.assertEqual, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:assertEqual
PyGithub/tests/PullRequest.py:PullRequest:testGetIssueEvents, method, self.assertListKeyEqual, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:assertListKeyEqual
PyGithub/tests/PullRequest.py:PullRequest:testGetReviewComments, method, datetime.datetime, [CLASS] [STDLIB], , [CLASS] [STDLIB]: datetime:datetime
PyGithub/tests/PullRequest.py:PullRequest:testGetReviewComments, method, self.assertListKeyEqual, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:assertListKeyEqual
PyGithub/tests/PullRequest.py:PullRequest:testReviewRequests, method, self.assertListKeyEqual, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:assertListKeyEqual
PyGithub/tests/PullRequest.py:PullRequest:testReviewRequests, method, self.assertEqual, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:assertEqual
PyGithub/tests/PullRequest.py:PullRequest:testEditWithAllArguments, method, self.assertEqual, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:assertEqual
PyGithub/tests/PullRequest.py:PullRequest:testEditWithAllArguments, method, self.assertTrue, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:assertTrue
PyGithub/tests/PullRequest.py:PullRequest:testGetCommits, method, self.assertListKeyEqual, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:assertListKeyEqual
PyGithub/tests/PullRequest.py:PullRequest:testGetFiles, method, self.assertListKeyEqual, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:assertListKeyEqual
PyGithub/tests/PullRequest.py:PullRequest:testGetLabels, method, self.assertListKeyEqual, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:assertListKeyEqual
PyGithub/tests/PullRequest.py:PullRequest:testAddAndRemoveLabels, method, self.assertListKeyEqual, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:assertListKeyEqual
PyGithub/tests/PullRequest.py:PullRequest:testAddAndRemoveLabels, method, testAddAndRemoveLabelsWithStringArguments, , , testAddAndRemoveLabelsWithStringArguments
PyGithub/tests/PullRequest.py:PullRequest:testAddAndRemoveLabelsWithStringArguments, method, self.assertListKeyEqual, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:assertListKeyEqual
PyGithub/tests/PullRequest.py:PullRequest:testDeleteAndSetLabels, method, self.assertListKeyEqual, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:assertListKeyEqual
PyGithub/tests/PullRequest.py:PullRequest:testDeleteAndSetLabels, method, testDeleteAndSetLabelsWithStringArguments, , , testDeleteAndSetLabelsWithStringArguments
PyGithub/tests/PullRequest.py:PullRequest:testDeleteAndSetLabelsWithStringArguments, method, self.assertListKeyEqual, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:assertListKeyEqual
PyGithub/tests/PullRequest.py:PullRequest:testMerge, method, self.assertFalse, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:assertFalse
PyGithub/tests/PullRequest.py:PullRequest:testMerge, method, self.assertEqual, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:assertEqual
PyGithub/tests/PullRequest.py:PullRequest:testMerge, method, self.assertTrue, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:assertTrue
PyGithub/tests/PullRequest.py:PullRequest:testMerge, method, repr, , , repr
PyGithub/tests/PullRequest.py:PullRequest:testMerge, method, testMergeWithCommitMessage, , , testMergeWithCommitMessage
PyGithub/tests/PullRequest.py:PullRequest:testAddAndRemoveAssignees, method, self.assertListKeyEqual, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:assertListKeyEqual
PyGithub/tests/PullRequest.py:PullRequest:testAddAndRemoveAssignees, method, self.assertEqual, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:assertEqual
PyGithub/tests/PullRequest.py:PullRequest:testUpdateBranch, method, self.assertTrue, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:assertTrue
PyGithub/tests/PullRequest1168.py:PullRequest1168:setUp, method, super, , , super
PyGithub/tests/PullRequest1168.py:PullRequest1168:testGetPullRequest, method, self.assertEqual, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:assertEqual
PyGithub/tests/PullRequest1168.py:PullRequest1168:testGetIssue, method, self.assertEqual, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:assertEqual
PyGithub/tests/PullRequest1169.py:PullRequest1169:setUp, method, super, , , super
PyGithub/tests/PullRequest1169.py:PullRequest1169:setUp, method, ferada_repo.get_pull, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: ferada_repo:get_pull
PyGithub/tests/PullRequest1169.py:PullRequest1169:testReviewApproveWithoutBody, method, self.assertEqual, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:assertEqual
PyGithub/tests/PullRequest1375.py:PullRequest1375:setUp, method, super, , , super
PyGithub/tests/PullRequest1375.py:PullRequest1375:testCreateReviewCommentReply, method, self.assertEqual, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:assertEqual
PyGithub/tests/PullRequest1682.py:PullRequest1682:setUp, method, super, , , super
PyGithub/tests/PullRequest1682.py:PullRequest1682:test_no_parameters, method, self.assertEqual, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:assertEqual
PyGithub/tests/PullRequest1682.py:PullRequest1682:test_object_parameters, method, self.assertEqual, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:assertEqual
PyGithub/tests/PullRequest1682.py:PullRequest1682:test_string_parameters, method, self.assertEqual, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:assertEqual
PyGithub/tests/PullRequest1684.py:PullRequest1684:setUp, method, super, , , super
PyGithub/tests/PullRequest1684.py:PullRequest1684:testGetRunners, method, self.assertEqual, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:assertEqual
PyGithub/tests/PullRequest1684.py:PullRequest1684:testGetRunners, method, self.assertFalse, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:assertFalse
PyGithub/tests/PullRequest1684.py:PullRequest1684:testGetRunners, method, runner.labels, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: runner:labels
PyGithub/tests/PullRequest1684.py:PullRequest1684:testGetRunners, method, len, , , len
PyGithub/tests/PullRequest1684.py:PullRequest1684:testDeleteRunnerObject, method, self.assertTrue, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:assertTrue
PyGithub/tests/PullRequest1684.py:PullRequest1684:testDeleteRunnerObject, method, self.assertEqual, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:assertEqual
PyGithub/tests/PullRequest1684.py:PullRequest1684:testDeleteRunnerObject, method, self.assertNotIn, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:assertNotIn
PyGithub/tests/PullRequest1684.py:PullRequest1684:testDeleteRunnerId, method, self.assertTrue, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:assertTrue
PyGithub/tests/PullRequest1684.py:PullRequest1684:testDeleteRunnerId, method, self.assertNotIn, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:assertNotIn
PyGithub/tests/PullRequestComment.py:PullRequestComment:setUp, method, super, , , super
PyGithub/tests/PullRequestComment.py:PullRequestComment:testAttributes, method, self.assertEqual, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:assertEqual
PyGithub/tests/PullRequestComment.py:PullRequestComment:testAttributes, method, datetime.datetime, [CLASS] [STDLIB], , [CLASS] [STDLIB]: datetime:datetime
PyGithub/tests/PullRequestComment.py:PullRequestComment:testAttributes, method, repr, , , repr
PyGithub/tests/PullRequestComment.py:PullRequestComment:testEdit, method, self.assertEqual, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:assertEqual
PyGithub/tests/PullRequestComment.py:PullRequestComment:testGetReactions, method, self.assertEqual, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:assertEqual
PyGithub/tests/PullRequestComment.py:PullRequestComment:testCreateReaction, method, self.assertEqual, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:assertEqual
PyGithub/tests/PullRequestComment.py:PullRequestComment:testDeleteReaction, method, self.assertTrue, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:assertTrue
PyGithub/tests/PullRequestFile.py:PullRequestFile:setUp, method, super, , , super
PyGithub/tests/PullRequestFile.py:PullRequestFile:testAttributes, method, self.assertEqual, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:assertEqual
PyGithub/tests/PullRequestFile.py:PullRequestFile:testAttributes, method, __useAttributes, , , __useAttributes
PyGithub/tests/PullRequestFile.py:PullRequestFile:testAttributes, method, repr, , , repr
PyGithub/tests/PullRequestReview.py:PullRequestReview:setUp, method, super, , , super
PyGithub/tests/PullRequestReview.py:PullRequestReview:testDoesNotModifyPullRequest, method, self.assertEqual, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:assertEqual
PyGithub/tests/PullRequestReview.py:PullRequestReview:testDismiss, method, self.assertEqual, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:assertEqual
PyGithub/tests/PullRequestReview.py:PullRequestReview:testAttributes, method, self.assertEqual, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:assertEqual
PyGithub/tests/PullRequestReview.py:PullRequestReview:testAttributes, method, datetime.datetime, [CLASS] [STDLIB], , [CLASS] [STDLIB]: datetime:datetime
PyGithub/tests/PullRequestReview.py:PullRequestReview:testAttributes, method, self.assertIn, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:assertIn
PyGithub/tests/PullRequestReview.py:PullRequestReview:testAttributes, method, repr, , , repr
PyGithub/tests/RateLimiting.py:RateLimiting:testRateLimiting, method, self.assertEqual, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:assertEqual
PyGithub/tests/RateLimiting.py:RateLimiting:testResetTime, method, self.assertEqual, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:assertEqual
PyGithub/tests/RateLimiting.py:RateLimiting:testGetRateLimit, method, self.assertEqual, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:assertEqual
PyGithub/tests/RateLimiting.py:RateLimiting:testGetRateLimit, method, repr, , , repr
PyGithub/tests/RateLimiting.py:RateLimiting:testGetRateLimit, method, datetime.datetime, [CLASS] [STDLIB], , [CLASS] [STDLIB]: datetime:datetime
PyGithub/tests/RawData.py:RawData:testCompletedObject, method, self.assertTrue, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:assertTrue
PyGithub/tests/RawData.py:RawData:testCompletedObject, method, self.assertEqual, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:assertEqual
PyGithub/tests/RawData.py:RawData:testNotYetCompletedObject, method, self.assertFalse, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:assertFalse
